fixture_id	pair	seed	offset	first_index	last_index	multiplicity	ordered_components_json	exact_expected_index	exact_observed_json	exact_max_delta	exact_runtime_discriminating	epsilon	epsilon_expected_last_index	epsilon_observed_json	epsilon_delta_to_last	epsilon_delta_to_first	epsilon_runtime_discriminating	exact_point_status	epsilon_right_status	structural_basis
S18-radial-linear-rgb	radial/linear-rgb	S18	0.875	26	27	2	[[0.24942871928215027,0.4780160188674927,0.047985851764678955,1.0],[0.6247143745422363,0.26543834805488586,0.04243769496679306,1.0]]	26	[0.24942871928215027,0.4780160188674927,0.047985851764678955,1.0]	0	true	0.87500005960464478	27	[0.6247143745422363,0.26543834805488586,0.04243769496679306,1.0]	0	0.37528565526008606	true	MeasuredStructural	MeasuredStructural	ratified-gradient.rs:sample_stops partition rule plus ordered effective stops
S18-radial-linear-rgb	radial/linear-rgb	S18	0.9375	28	29	2	[[0.6247143745422363,0.26543834805488586,0.04243769496679306,1.0],[1.0,0.05286065489053726,0.036889538168907166,1.0]]	28	[0.6247143745422363,0.26543834805488586,0.04243769496679306,1.0]	0	true	0.93750005960464478	29	[1.0,0.05286065489053726,0.036889538168907166,1.0]	0	0.37528562545776367	true	MeasuredStructural	MeasuredStructural	ratified-gradient.rs:sample_stops partition rule plus ordered effective stops
S21-linear-oklab	linear/oklab	S21	0.25	1	2	2	[[0.6595011353492737,0.19973529875278473,0.10818812251091003,1.0],[0.6213188171386719,-0.09281052649021149,-0.07056181132793427,0.3333333432674408]]	1	[0.6595011353492737,0.19973529875278473,0.10818812251091003,1.0]	0	true	0.2500002384185791	2	[0.6213188171386719,-0.09281052649021149,-0.07056181132793427,0.3333333432674408]	0	0.6666666567325592	true	MeasuredStructural	MeasuredStructural	ratified-gradient.rs:sample_stops partition rule plus ordered effective stops
S21-linear-oklab	linear/oklab	S21	0.5	3	4	2	[[0.6213188171386719,-0.09281052649021149,-0.07056181132793427,0.3333333432674408],[0.695991039276123,-0.0394287072122097,-0.0286966934800148,0.0]]	3	[0.6213188171386719,-0.09281052649021149,-0.07056181132793427,0.3333333432674408]	0	true	0.5000002384185791	4	[0.695991039276123,-0.0394287072122097,-0.0286966934800148,0.0]	0	0.3333333432674408	true	MeasuredStructural	MeasuredStructural	ratified-gradient.rs:sample_stops partition rule plus ordered effective stops
S21-linear-oklab	linear/oklab	S21	0.75	5	6	2	[[0.695991039276123,-0.0394287072122097,-0.0286966934800148,0.0],[0.896699070930481,-0.023979216814041138,0.18350183963775635,0.0]]	5	[0.695991039276123,-0.0394287072122097,-0.0286966934800148,0.0]	0	true	0.7500002384185791	6	[0.896699070930481,-0.023979216814041138,0.18350183963775635,0.0]	0	0.21219853311777115	true	MeasuredStructural	MeasuredStructural	ratified-gradient.rs:sample_stops partition rule plus ordered effective stops
S21-radial-oklab	radial/oklab	S21	0.25	1	2	2	[[0.6595011353492737,0.19973529875278473,0.10818812251091003,1.0],[0.6213188171386719,-0.09281052649021149,-0.07056181132793427,0.3333333432674408]]	1	[0.6595011353492737,0.19973529875278473,0.10818812251091003,1.0]	0	true	0.2500002384185791	2	[0.6213188171386719,-0.09281052649021149,-0.07056181132793427,0.3333333432674408]	0	0.6666666567325592	true	MeasuredStructural	MeasuredStructural	ratified-gradient.rs:sample_stops partition rule plus ordered effective stops
S21-radial-oklab	radial/oklab	S21	0.5	3	4	2	[[0.6213188171386719,-0.09281052649021149,-0.07056181132793427,0.3333333432674408],[0.695991039276123,-0.0394287072122097,-0.0286966934800148,0.0]]	3	[0.6213188171386719,-0.09281052649021149,-0.07056181132793427,0.3333333432674408]	0	true	0.5000002384185791	4	[0.695991039276123,-0.0394287072122097,-0.0286966934800148,0.0]	0	0.3333333432674408	true	MeasuredStructural	MeasuredStructural	ratified-gradient.rs:sample_stops partition rule plus ordered effective stops
S21-radial-oklab	radial/oklab	S21	0.75	5	6	2	[[0.695991039276123,-0.0394287072122097,-0.0286966934800148,0.0],[0.896699070930481,-0.023979216814041138,0.18350183963775635,0.0]]	5	[0.695991039276123,-0.0394287072122097,-0.0286966934800148,0.0]	0	true	0.7500002384185791	6	[0.896699070930481,-0.023979216814041138,0.18350183963775635,0.0]	0	0.21219853311777115	true	MeasuredStructural	MeasuredStructural	ratified-gradient.rs:sample_stops partition rule plus ordered effective stops
S21-linear-linear-rgb	linear/linear-rgb	S21	0.25	1	2	2	[[1.0,0.05286065489053726,0.036889538168907166,1.0],[0.009106962941586971,0.317707359790802,0.4796704947948456,0.3333333432674408]]	1	[1.0,0.05286065489053726,0.036889538168907166,1.0]	0	true	0.2500002384185791	2	[0.009106962941586971,0.317707359790802,0.4796704947948456,0.3333333432674408]	0	0.99089303705841303	true	MeasuredStructural	MeasuredStructural	ratified-gradient.rs:sample_stops partition rule plus ordered effective stops
S21-linear-linear-rgb	linear/linear-rgb	S21	0.5	3	4	2	[[0.009106962941586971,0.317707359790802,0.4796704947948456,0.3333333432674408],[0.4000000059604645,0.3910658359527588,0.41632261872291565,0.0]]	3	[0.009106962941586971,0.317707359790802,0.4796704947948456,0.3333333432674408]	0	true	0.5000002384185791	4	[0.4000000059604645,0.3910658359527588,0.41632261872291565,0.0]	0	0.39089304301887751	true	MeasuredStructural	MeasuredStructural	ratified-gradient.rs:sample_stops partition rule plus ordered effective stops
S21-linear-linear-rgb	linear/linear-rgb	S21	0.75	5	6	2	[[0.4000000059604645,0.3910658359527588,0.41632261872291565,0.0],[1.0,0.7156934142112732,0.0,0.0]]	5	[0.4000000059604645,0.3910658359527588,0.41632261872291565,0.0]	0	true	0.7500002384185791	6	[1.0,0.7156934142112732,0.0,0.0]	0	0.59999999403953552	true	MeasuredStructural	MeasuredStructural	ratified-gradient.rs:sample_stops partition rule plus ordered effective stops
S21-radial-linear-rgb	radial/linear-rgb	S21	0.25	1	2	2	[[1.0,0.05286065489053726,0.036889538168907166,1.0],[0.009106962941586971,0.317707359790802,0.4796704947948456,0.3333333432674408]]	1	[1.0,0.05286065489053726,0.036889538168907166,1.0]	0	true	0.2500002384185791	2	[0.009106962941586971,0.317707359790802,0.4796704947948456,0.3333333432674408]	0	0.99089303705841303	true	MeasuredStructural	MeasuredStructural	ratified-gradient.rs:sample_stops partition rule plus ordered effective stops
S21-radial-linear-rgb	radial/linear-rgb	S21	0.5	3	4	2	[[0.009106962941586971,0.317707359790802,0.4796704947948456,0.3333333432674408],[0.4000000059604645,0.3910658359527588,0.41632261872291565,0.0]]	3	[0.009106962941586971,0.317707359790802,0.4796704947948456,0.3333333432674408]	0	true	0.5000002384185791	4	[0.4000000059604645,0.3910658359527588,0.41632261872291565,0.0]	0	0.39089304301887751	true	MeasuredStructural	MeasuredStructural	ratified-gradient.rs:sample_stops partition rule plus ordered effective stops
S21-radial-linear-rgb	radial/linear-rgb	S21	0.75	5	6	2	[[0.4000000059604645,0.3910658359527588,0.41632261872291565,0.0],[1.0,0.7156934142112732,0.0,0.0]]	5	[0.4000000059604645,0.3910658359527588,0.41632261872291565,0.0]	0	true	0.7500002384185791	6	[1.0,0.7156934142112732,0.0,0.0]	0	0.59999999403953552	true	MeasuredStructural	MeasuredStructural	ratified-gradient.rs:sample_stops partition rule plus ordered effective stops
S24-linear-oklab	linear/oklab	S24	0.0625	1	2	2	[[0.37527891993522644,-0.030306100845336914,-0.03160500526428223,0.800000011920929],[0.4737173318862915,-0.057644933462142944,-0.021477993577718735,0.6456692814826965]]	1	[0.37527891993522644,-0.030306100845336914,-0.03160500526428223,0.800000011920929]	0	true	0.062500059604644775	2	[0.4737173318862915,-0.057644933462142944,-0.021477993577718735,0.6456692814826965]	0	0.15433073043823242	true	MeasuredStructural	MeasuredStructural	ratified-gradient.rs:sample_stops partition rule plus ordered effective stops
S24-linear-oklab	linear/oklab	S24	0.125	3	4	2	[[0.4737173318862915,-0.057644933462142944,-0.021477993577718735,0.6456692814826965],[0.5721557140350342,-0.08498376607894897,-0.011350981891155243,0.4913385510444641]]	3	[0.4737173318862915,-0.057644933462142944,-0.021477993577718735,0.6456692814826965]	0	true	0.12500005960464478	4	[0.5721557140350342,-0.08498376607894897,-0.011350981891155243,0.4913385510444641]	0	0.15433073043823242	true	MeasuredStructural	MeasuredStructural	ratified-gradient.rs:sample_stops partition rule plus ordered effective stops
S24-linear-oklab	linear/oklab	S24	0.1875	5	6	2	[[0.5721557140350342,-0.08498376607894897,-0.011350981891155243,0.4913385510444641],[0.6751998662948608,-0.07777584344148636,0.021510692313313484,0.45494502782821655]]	5	[0.5721557140350342,-0.08498376607894897,-0.011350981891155243,0.4913385510444641]	0	true	0.18750005960464478	6	[0.6751998662948608,-0.07777584344148636,0.021510692313313484,0.45494502782821655]	0	0.10304415225982666	true	MeasuredStructural	MeasuredStructural	ratified-gradient.rs:sample_stops partition rule plus ordered effective stops
S24-linear-oklab	linear/oklab	S24	0.25	7	8	2	[[0.6751998662948608,-0.07777584344148636,0.021510692313313484,0.45494502782821655],[0.7849222421646118,-0.020475119352340698,0.08733762800693512,0.5895603895187378]]	7	[0.6751998662948608,-0.07777584344148636,0.021510692313313484,0.45494502782821655]	0	true	0.25000005960464478	8	[0.7849222421646118,-0.020475119352340698,0.08733762800693512,0.5895603895187378]	0	0.13461536169052124	true	MeasuredStructural	MeasuredStructural	ratified-gradient.rs:sample_stops partition rule plus ordered effective stops
S24-linear-oklab	linear/oklab	S24	0.3125	9	10	2	[[0.7849222421646118,-0.020475119352340698,0.08733762800693512,0.5895603895187378],[0.8104537725448608,0.03281064331531525,0.11270983517169952,0.45081964135169983]]	9	[0.7849222421646118,-0.020475119352340698,0.08733762800693512,0.5895603895187378]	0	true	0.31250005960464478	10	[0.8104537725448608,0.03281064331531525,0.11270983517169952,0.45081964135169983]	0	0.13874074816703796	true	MeasuredStructural	MeasuredStructural	ratified-gradient.rs:sample_stops partition rule plus ordered effective stops
S24-linear-oklab	linear/oklab	S24	0.375	11	12	2	[[0.8104537725448608,0.03281064331531525,0.11270983517169952,0.45081964135169983],[0.6162624955177307,0.027857471257448196,0.05107199400663376,0.44324326515197754]]	11	[0.8104537725448608,0.03281064331531525,0.11270983517169952,0.45081964135169983]	0	true	0.37500005960464478	12	[0.6162624955177307,0.027857471257448196,0.05107199400663376,0.44324326515197754]	0	0.19419127702713013	true	MeasuredStructural	MeasuredStructural	ratified-gradient.rs:sample_stops partition rule plus ordered effective stops
S24-linear-oklab	linear/oklab	S24	0.4375	13	14	2	[[0.6162624955177307,0.027857471257448196,0.05107199400663376,0.44324326515197754],[0.7805694937705994,0.06751444935798645,0.10744267702102661,0.19999998807907104]]	13	[0.6162624955177307,0.027857471257448196,0.05107199400663376,0.44324326515197754]	0	true	0.43750005960464478	14	[0.7805694937705994,0.06751444935798645,0.10744267702102661,0.19999998807907104]	0	0.24324327707290649	true	MeasuredStructural	MeasuredStructural	ratified-gradient.rs:sample_stops partition rule plus ordered effective stops
S24-linear-oklab	linear/oklab	S24	0.5625	16	17	2	[[0.7805694937705994,0.06751444935798645,0.10744267702102661,0.19999998807907104],[0.6162624955177307,0.027857471257448196,0.05107199400663376,0.44324326515197754]]	16	[0.7805694937705994,0.06751444935798645,0.10744267702102661,0.19999998807907104]	0	true	0.56250005960464478	17	[0.6162624955177307,0.027857471257448196,0.05107199400663376,0.44324326515197754]	0	0.24324327707290649	true	MeasuredStructural	MeasuredStructural	ratified-gradient.rs:sample_stops partition rule plus ordered effective stops
S24-linear-oklab	linear/oklab	S24	0.625	18	19	2	[[0.6162624955177307,0.027857471257448196,0.05107199400663376,0.44324326515197754],[0.8104537725448608,0.03281064331531525,0.11270983517169952,0.45081964135169983]]	18	[0.6162624955177307,0.027857471257448196,0.05107199400663376,0.44324326515197754]	0	true	0.62500005960464478	19	[0.8104537725448608,0.03281064331531525,0.11270983517169952,0.45081964135169983]	0	0.19419127702713013	true	MeasuredStructural	MeasuredStructural	ratified-gradient.rs:sample_stops partition rule plus ordered effective stops
S24-linear-oklab	linear/oklab	S24	0.6875	20	21	2	[[0.8104537725448608,0.03281064331531525,0.11270983517169952,0.45081964135169983],[0.7849222421646118,-0.020475119352340698,0.08733762800693512,0.5895603895187378]]	20	[0.8104537725448608,0.03281064331531525,0.11270983517169952,0.45081964135169983]	0	true	0.68750005960464478	21	[0.7849222421646118,-0.020475119352340698,0.08733762800693512,0.5895603895187378]	0	0.13874074816703796	true	MeasuredStructural	MeasuredStructural	ratified-gradient.rs:sample_stops partition rule plus ordered effective stops
S24-linear-oklab	linear/oklab	S24	0.75	22	23	2	[[0.7849222421646118,-0.020475119352340698,0.08733762800693512,0.5895603895187378],[0.6751998662948608,-0.07777584344148636,0.021510692313313484,0.45494502782821655]]	22	[0.7849222421646118,-0.020475119352340698,0.08733762800693512,0.5895603895187378]	0	true	0.75000005960464478	23	[0.6751998662948608,-0.07777584344148636,0.021510692313313484,0.45494502782821655]	0	0.13461536169052124	true	MeasuredStructural	MeasuredStructural	ratified-gradient.rs:sample_stops partition rule plus ordered effective stops
S24-linear-oklab	linear/oklab	S24	0.8125	24	25	2	[[0.6751998662948608,-0.07777584344148636,0.021510692313313484,0.45494502782821655],[0.5721557140350342,-0.08498376607894897,-0.011350981891155243,0.4913385510444641]]	24	[0.6751998662948608,-0.07777584344148636,0.021510692313313484,0.45494502782821655]	0	true	0.81250005960464478	25	[0.5721557140350342,-0.08498376607894897,-0.011350981891155243,0.4913385510444641]	0	0.10304415225982666	true	MeasuredStructural	MeasuredStructural	ratified-gradient.rs:sample_stops partition rule plus ordered effective stops
S24-linear-oklab	linear/oklab	S24	0.875	26	27	2	[[0.5721557140350342,-0.08498376607894897,-0.011350981891155243,0.4913385510444641],[0.4737173318862915,-0.057644933462142944,-0.021477993577718735,0.6456692814826965]]	26	[0.5721557140350342,-0.08498376607894897,-0.011350981891155243,0.4913385510444641]	0	true	0.87500005960464478	27	[0.4737173318862915,-0.057644933462142944,-0.021477993577718735,0.6456692814826965]	0	0.15433073043823242	true	MeasuredStructural	MeasuredStructural	ratified-gradient.rs:sample_stops partition rule plus ordered effective stops
S24-linear-oklab	linear/oklab	S24	0.9375	28	29	2	[[0.4737173318862915,-0.057644933462142944,-0.021477993577718735,0.6456692814826965],[0.37527891993522644,-0.030306100845336914,-0.03160500526428223,0.800000011920929]]	28	[0.4737173318862915,-0.057644933462142944,-0.021477993577718735,0.6456692814826965]	0	true	0.93750005960464478	29	[0.37527891993522644,-0.030306100845336914,-0.03160500526428223,0.800000011920929]	0	0.15433073043823242	true	MeasuredStructural	MeasuredStructural	ratified-gradient.rs:sample_stops partition rule plus ordered effective stops
S24-radial-oklab	radial/oklab	S24	0.0625	1	2	2	[[0.37527891993522644,-0.030306100845336914,-0.03160500526428223,0.800000011920929],[0.4737173318862915,-0.057644933462142944,-0.021477993577718735,0.6456692814826965]]	1	[0.37527891993522644,-0.030306100845336914,-0.03160500526428223,0.800000011920929]	0	true	0.062500059604644775	2	[0.4737173318862915,-0.057644933462142944,-0.021477993577718735,0.6456692814826965]	0	0.15433073043823242	true	MeasuredStructural	MeasuredStructural	ratified-gradient.rs:sample_stops partition rule plus ordered effective stops
S24-radial-oklab	radial/oklab	S24	0.125	3	4	2	[[0.4737173318862915,-0.057644933462142944,-0.021477993577718735,0.6456692814826965],[0.5721557140350342,-0.08498376607894897,-0.011350981891155243,0.4913385510444641]]	3	[0.4737173318862915,-0.057644933462142944,-0.021477993577718735,0.6456692814826965]	0	true	0.12500005960464478	4	[0.5721557140350342,-0.08498376607894897,-0.011350981891155243,0.4913385510444641]	0	0.15433073043823242	true	MeasuredStructural	MeasuredStructural	ratified-gradient.rs:sample_stops partition rule plus ordered effective stops
S24-radial-oklab	radial/oklab	S24	0.1875	5	6	2	[[0.5721557140350342,-0.08498376607894897,-0.011350981891155243,0.4913385510444641],[0.6751998662948608,-0.07777584344148636,0.021510692313313484,0.45494502782821655]]	5	[0.5721557140350342,-0.08498376607894897,-0.011350981891155243,0.4913385510444641]	0	true	0.18750005960464478	6	[0.6751998662948608,-0.07777584344148636,0.021510692313313484,0.45494502782821655]	0	0.10304415225982666	true	MeasuredStructural	MeasuredStructural	ratified-gradient.rs:sample_stops partition rule plus ordered effective stops
S24-radial-oklab	radial/oklab	S24	0.25	7	8	2	[[0.6751998662948608,-0.07777584344148636,0.021510692313313484,0.45494502782821655],[0.7849222421646118,-0.020475119352340698,0.08733762800693512,0.5895603895187378]]	7	[0.6751998662948608,-0.07777584344148636,0.021510692313313484,0.45494502782821655]	0	true	0.25000005960464478	8	[0.7849222421646118,-0.020475119352340698,0.08733762800693512,0.5895603895187378]	0	0.13461536169052124	true	MeasuredStructural	MeasuredStructural	ratified-gradient.rs:sample_stops partition rule plus ordered effective stops
S24-radial-oklab	radial/oklab	S24	0.3125	9	10	2	[[0.7849222421646118,-0.020475119352340698,0.08733762800693512,0.5895603895187378],[0.8104537725448608,0.03281064331531525,0.11270983517169952,0.45081964135169983]]	9	[0.7849222421646118,-0.020475119352340698,0.08733762800693512,0.5895603895187378]	0	true	0.31250005960464478	10	[0.8104537725448608,0.03281064331531525,0.11270983517169952,0.45081964135169983]	0	0.13874074816703796	true	MeasuredStructural	MeasuredStructural	ratified-gradient.rs:sample_stops partition rule plus ordered effective stops
S24-radial-oklab	radial/oklab	S24	0.375	11	12	2	[[0.8104537725448608,0.03281064331531525,0.11270983517169952,0.45081964135169983],[0.6162624955177307,0.027857471257448196,0.05107199400663376,0.44324326515197754]]	11	[0.8104537725448608,0.03281064331531525,0.11270983517169952,0.45081964135169983]	0	true	0.37500005960464478	12	[0.6162624955177307,0.027857471257448196,0.05107199400663376,0.44324326515197754]	0	0.19419127702713013	true	MeasuredStructural	MeasuredStructural	ratified-gradient.rs:sample_stops partition rule plus ordered effective stops
S24-radial-oklab	radial/oklab	S24	0.4375	13	14	2	[[0.6162624955177307,0.027857471257448196,0.05107199400663376,0.44324326515197754],[0.7805694937705994,0.06751444935798645,0.10744267702102661,0.19999998807907104]]	13	[0.6162624955177307,0.027857471257448196,0.05107199400663376,0.44324326515197754]	0	true	0.43750005960464478	14	[0.7805694937705994,0.06751444935798645,0.10744267702102661,0.19999998807907104]	0	0.24324327707290649	true	MeasuredStructural	MeasuredStructural	ratified-gradient.rs:sample_stops partition rule plus ordered effective stops
S24-radial-oklab	radial/oklab	S24	0.5625	16	17	2	[[0.7805694937705994,0.06751444935798645,0.10744267702102661,0.19999998807907104],[0.6162624955177307,0.027857471257448196,0.05107199400663376,0.44324326515197754]]	16	[0.7805694937705994,0.06751444935798645,0.10744267702102661,0.19999998807907104]	0	true	0.56250005960464478	17	[0.6162624955177307,0.027857471257448196,0.05107199400663376,0.44324326515197754]	0	0.24324327707290649	true	MeasuredStructural	MeasuredStructural	ratified-gradient.rs:sample_stops partition rule plus ordered effective stops
S24-radial-oklab	radial/oklab	S24	0.625	18	19	2	[[0.6162624955177307,0.027857471257448196,0.05107199400663376,0.44324326515197754],[0.8104537725448608,0.03281064331531525,0.11270983517169952,0.45081964135169983]]	18	[0.6162624955177307,0.027857471257448196,0.05107199400663376,0.44324326515197754]	0	true	0.62500005960464478	19	[0.8104537725448608,0.03281064331531525,0.11270983517169952,0.45081964135169983]	0	0.19419127702713013	true	MeasuredStructural	MeasuredStructural	ratified-gradient.rs:sample_stops partition rule plus ordered effective stops
S24-radial-oklab	radial/oklab	S24	0.6875	20	21	2	[[0.8104537725448608,0.03281064331531525,0.11270983517169952,0.45081964135169983],[0.7849222421646118,-0.020475119352340698,0.08733762800693512,0.5895603895187378]]	20	[0.8104537725448608,0.03281064331531525,0.11270983517169952,0.45081964135169983]	0	true	0.68750005960464478	21	[0.7849222421646118,-0.020475119352340698,0.08733762800693512,0.5895603895187378]	0	0.13874074816703796	true	MeasuredStructural	MeasuredStructural	ratified-gradient.rs:sample_stops partition rule plus ordered effective stops
S24-radial-oklab	radial/oklab	S24	0.75	22	23	2	[[0.7849222421646118,-0.020475119352340698,0.08733762800693512,0.5895603895187378],[0.6751998662948608,-0.07777584344148636,0.021510692313313484,0.45494502782821655]]	22	[0.7849222421646118,-0.020475119352340698,0.08733762800693512,0.5895603895187378]	0	true	0.75000005960464478	23	[0.6751998662948608,-0.07777584344148636,0.021510692313313484,0.45494502782821655]	0	0.13461536169052124	true	MeasuredStructural	MeasuredStructural	ratified-gradient.rs:sample_stops partition rule plus ordered effective stops
S24-radial-oklab	radial/oklab	S24	0.8125	24	25	2	[[0.6751998662948608,-0.07777584344148636,0.021510692313313484,0.45494502782821655],[0.5721557140350342,-0.08498376607894897,-0.011350981891155243,0.4913385510444641]]	24	[0.6751998662948608,-0.07777584344148636,0.021510692313313484,0.45494502782821655]	0	true	0.81250005960464478	25	[0.5721557140350342,-0.08498376607894897,-0.011350981891155243,0.4913385510444641]	0	0.10304415225982666	true	MeasuredStructural	MeasuredStructural	ratified-gradient.rs:sample_stops partition rule plus ordered effective stops
S24-radial-oklab	radial/oklab	S24	0.875	26	27	2	[[0.5721557140350342,-0.08498376607894897,-0.011350981891155243,0.4913385510444641],[0.4737173318862915,-0.057644933462142944,-0.021477993577718735,0.6456692814826965]]	26	[0.5721557140350342,-0.08498376607894897,-0.011350981891155243,0.4913385510444641]	0	true	0.87500005960464478	27	[0.4737173318862915,-0.057644933462142944,-0.021477993577718735,0.6456692814826965]	0	0.15433073043823242	true	MeasuredStructural	MeasuredStructural	ratified-gradient.rs:sample_stops partition rule plus ordered effective stops
S24-radial-oklab	radial/oklab	S24	0.9375	28	29	2	[[0.4737173318862915,-0.057644933462142944,-0.021477993577718735,0.6456692814826965],[0.37527891993522644,-0.030306100845336914,-0.03160500526428223,0.800000011920929]]	28	[0.4737173318862915,-0.057644933462142944,-0.021477993577718735,0.6456692814826965]	0	true	0.93750005960464478	29	[0.37527891993522644,-0.030306100845336914,-0.03160500526428223,0.800000011920929]	0	0.15433073043823242	true	MeasuredStructural	MeasuredStructural	ratified-gradient.rs:sample_stops partition rule plus ordered effective stops
S24-linear-linear-rgb	linear/linear-rgb	S24	0.0625	1	2	2	[[0.019382357597351074,0.06124604120850563,0.08650045096874237,0.800000011920929],[0.020837312564253807,0.16770240664482117,0.1591041088104248,0.6456692814826965]]	1	[0.019382357597351074,0.06124604120850563,0.08650045096874237,0.800000011920929]	0	true	0.062500059604644775	2	[0.020837312564253807,0.16770240664482117,0.1591041088104248,0.6456692814826965]	0	0.15433073043823242	true	MeasuredStructural	MeasuredStructural	ratified-gradient.rs:sample_stops partition rule plus ordered effective stops
S24-linear-linear-rgb	linear/linear-rgb	S24	0.125	3	4	2	[[0.020837312564253807,0.16770240664482117,0.1591041088104248,0.6456692814826965],[0.02229226753115654,0.274158775806427,0.23170778155326843,0.4913385510444641]]	3	[0.020837312564253807,0.16770240664482117,0.1591041088104248,0.6456692814826965]	0	true	0.12500005960464478	4	[0.02229226753115654,0.274158775806427,0.23170778155326843,0.4913385510444641]	0	0.15433073043823242	true	MeasuredStructural	MeasuredStructural	ratified-gradient.rs:sample_stops partition rule plus ordered effective stops
S24-linear-linear-rgb	linear/linear-rgb	S24	0.1875	5	6	2	[[0.02229226753115654,0.274158775806427,0.23170778155326843,0.4913385510444641],[0.19715185463428497,0.3843829035758972,0.2459852397441864,0.45494502782821655]]	5	[0.02229226753115654,0.274158775806427,0.23170778155326843,0.4913385510444641]	0	true	0.18750005960464478	6	[0.19715185463428497,0.3843829035758972,0.2459852397441864,0.45494502782821655]	0	0.17485958710312843	true	MeasuredStructural	MeasuredStructural	ratified-gradient.rs:sample_stops partition rule plus ordered effective stops
S24-linear-linear-rgb	linear/linear-rgb	S24	0.25	7	8	2	[[0.19715185463428497,0.3843829035758972,0.2459852397441864,0.45494502782821655],[0.6234481930732727,0.5000702142715454,0.1756897270679474,0.5895603895187378]]	7	[0.19715185463428497,0.3843829035758972,0.2459852397441864,0.45494502782821655]	0	true	0.25000005960464478	8	[0.6234481930732727,0.5000702142715454,0.1756897270679474,0.5895603895187378]	0	0.42629633843898773	true	MeasuredStructural	MeasuredStructural	ratified-gradient.rs:sample_stops partition rule plus ordered effective stops
S24-linear-linear-rgb	linear/linear-rgb	S24	0.3125	9	10	2	[[0.6234481930732727,0.5000702142715454,0.1756897270679474,0.5895603895187378],[0.8546005487442017,0.4676011800765991,0.1332443356513977,0.45081964135169983]]	9	[0.6234481930732727,0.5000702142715454,0.1756897270679474,0.5895603895187378]	0	true	0.31250005960464478	10	[0.8546005487442017,0.4676011800765991,0.1332443356513977,0.45081964135169983]	0	0.23115235567092896	true	MeasuredStructural	MeasuredStructural	ratified-gradient.rs:sample_stops partition rule plus ordered effective stops
S24-linear-linear-rgb	linear/linear-rgb	S24	0.375	11	12	2	[[0.8546005487442017,0.4676011800765991,0.1332443356513977,0.45081964135169983],[0.5457643270492554,0.23966054618358612,0.10614463686943054,0.44324326515197754]]	11	[0.8546005487442017,0.4676011800765991,0.1332443356513977,0.45081964135169983]	0	true	0.37500005960464478	12	[0.5457643270492554,0.23966054618358612,0.10614463686943054,0.44324326515197754]	0	0.30883622169494629	true	MeasuredStructural	MeasuredStructural	ratified-gradient.rs:sample_stops partition rule plus ordered effective stops
S24-linear-linear-rgb	linear/linear-rgb	S24	0.4375	13	14	2	[[0.5457643270492554,0.23966054618358612,0.10614463686943054,0.44324326515197754],[0.9046610593795776,0.3613067865371704,0.11953841149806976,0.19999998807907104]]	13	[0.5457643270492554,0.23966054618358612,0.10614463686943054,0.44324326515197754]	0	true	0.43750005960464478	14	[0.9046610593795776,0.3613067865371704,0.11953841149806976,0.19999998807907104]	0	0.35889673233032227	true	MeasuredStructural	MeasuredStructural	ratified-gradient.rs:sample_stops partition rule plus ordered effective stops
S24-linear-linear-rgb	linear/linear-rgb	S24	0.5625	16	17	2	[[0.9046610593795776,0.3613067865371704,0.11953841149806976,0.19999998807907104],[0.5457643270492554,0.23966054618358612,0.10614463686943054,0.44324326515197754]]	16	[0.9046610593795776,0.3613067865371704,0.11953841149806976,0.19999998807907104]	0	true	0.56250005960464478	17	[0.5457643270492554,0.23966054618358612,0.10614463686943054,0.44324326515197754]	0	0.35889673233032227	true	MeasuredStructural	MeasuredStructural	ratified-gradient.rs:sample_stops partition rule plus ordered effective stops
S24-linear-linear-rgb	linear/linear-rgb	S24	0.625	18	19	2	[[0.5457643270492554,0.23966054618358612,0.10614463686943054,0.44324326515197754],[0.8546005487442017,0.4676011800765991,0.1332443356513977,0.45081964135169983]]	18	[0.5457643270492554,0.23966054618358612,0.10614463686943054,0.44324326515197754]	0	true	0.62500005960464478	19	[0.8546005487442017,0.4676011800765991,0.1332443356513977,0.45081964135169983]	0	0.30883622169494629	true	MeasuredStructural	MeasuredStructural	ratified-gradient.rs:sample_stops partition rule plus ordered effective stops
S24-linear-linear-rgb	linear/linear-rgb	S24	0.6875	20	21	2	[[0.8546005487442017,0.4676011800765991,0.1332443356513977,0.45081964135169983],[0.6234481930732727,0.5000702142715454,0.1756897270679474,0.5895603895187378]]	20	[0.8546005487442017,0.4676011800765991,0.1332443356513977,0.45081964135169983]	0	true	0.68750005960464478	21	[0.6234481930732727,0.5000702142715454,0.1756897270679474,0.5895603895187378]	0	0.23115235567092896	true	MeasuredStructural	MeasuredStructural	ratified-gradient.rs:sample_stops partition rule plus ordered effective stops
S24-linear-linear-rgb	linear/linear-rgb	S24	0.75	22	23	2	[[0.6234481930732727,0.5000702142715454,0.1756897270679474,0.5895603895187378],[0.19715185463428497,0.3843829035758972,0.2459852397441864,0.45494502782821655]]	22	[0.6234481930732727,0.5000702142715454,0.1756897270679474,0.5895603895187378]	0	true	0.75000005960464478	23	[0.19715185463428497,0.3843829035758972,0.2459852397441864,0.45494502782821655]	0	0.42629633843898773	true	MeasuredStructural	MeasuredStructural	ratified-gradient.rs:sample_stops partition rule plus ordered effective stops
