pair	scenario	t	system	public_tuple	status	output_sha256
Linear/Hsl	alpha-first	0.000000000000	crystalline	(349.88deg, 100%, 50%, 40%)	Available	657e43b3e2bf0e88a0fbbb5ba73714cde3eba7a2b8afcf8e5052c16975303082
Linear/Hsl	alpha-first	0.000000000000	vanilla	(349.88deg, 100%, 50%, 40%)	Available	657e43b3e2bf0e88a0fbbb5ba73714cde3eba7a2b8afcf8e5052c16975303082
Linear/Hsl	alpha-first	0.000001000000	crystalline	(349.88deg, 100%, 50%, 40%)	Available	657e43b3e2bf0e88a0fbbb5ba73714cde3eba7a2b8afcf8e5052c16975303082
Linear/Hsl	alpha-first	0.000001000000	vanilla	(349.88deg, 100%, 50%, 40%)	Available	657e43b3e2bf0e88a0fbbb5ba73714cde3eba7a2b8afcf8e5052c16975303082
Linear/Hsl	alpha-first	0.250000000000	crystalline	(354.94deg, 100%, 50%, 55%)	Available	b0872b4a586bc7769f9419cde24a0441d50874a2846a022167b63d4a1ae5fb68
Linear/Hsl	alpha-first	0.250000000000	vanilla	(354.94deg, 100%, 50%, 55%)	Available	b0872b4a586bc7769f9419cde24a0441d50874a2846a022167b63d4a1ae5fb68
Linear/Hsl	alpha-first	0.500000000000	crystalline	(0deg, 100%, 50%, 70%)	Available	913bd3feaed31e95e9b0176426028a65111248d459b64f47e6e56c0a842082bd
Linear/Hsl	alpha-first	0.500000000000	vanilla	(0deg, 100%, 50%, 70%)	Available	913bd3feaed31e95e9b0176426028a65111248d459b64f47e6e56c0a842082bd
Linear/Hsl	alpha-first	0.750000000000	crystalline	(5.06deg, 100%, 50%, 85%)	Available	baca2f477722325be73c6e478669bfe4229fe0db1be0517ebdc8eb2bf1c79b28
Linear/Hsl	alpha-first	0.750000000000	vanilla	(5.06deg, 100%, 50%, 85%)	Available	baca2f477722325be73c6e478669bfe4229fe0db1be0517ebdc8eb2bf1c79b28
Linear/Hsl	alpha-first	0.999999000000	crystalline	(10.12deg, 100%, 50%, 100%)	Available	58f7624ecdea72513b1808603047f3777f063741269000af6953d395af4ae4b7
Linear/Hsl	alpha-first	0.999999000000	vanilla	(10.12deg, 100%, 50%, 100%)	Available	58f7624ecdea72513b1808603047f3777f063741269000af6953d395af4ae4b7
Linear/Hsl	alpha-first	1.000000000000	crystalline	(10.12deg, 100%, 50%, 100%)	Available	58f7624ecdea72513b1808603047f3777f063741269000af6953d395af4ae4b7
Linear/Hsl	alpha-first	1.000000000000	vanilla	(10.12deg, 100%, 50%, 100%)	Available	58f7624ecdea72513b1808603047f3777f063741269000af6953d395af4ae4b7
Linear/Hsl	alpha-last	0.000000000000	crystalline	(349.88deg, 100%, 50%, 100%)	Available	ad69dda2d14b1135a4adde0d8f9007ba70e46b33f07085f99cc6d9c320ffaee0
Linear/Hsl	alpha-last	0.000000000000	vanilla	(349.88deg, 100%, 50%, 100%)	Available	ad69dda2d14b1135a4adde0d8f9007ba70e46b33f07085f99cc6d9c320ffaee0
Linear/Hsl	alpha-last	0.000001000000	crystalline	(349.88deg, 100%, 50%, 100%)	Available	ad69dda2d14b1135a4adde0d8f9007ba70e46b33f07085f99cc6d9c320ffaee0
Linear/Hsl	alpha-last	0.000001000000	vanilla	(349.88deg, 100%, 50%, 100%)	Available	ad69dda2d14b1135a4adde0d8f9007ba70e46b33f07085f99cc6d9c320ffaee0
Linear/Hsl	alpha-last	0.250000000000	crystalline	(354.94deg, 100%, 50%, 85%)	Available	9b66c503a2bdfe7b2f888f663a81a30e7ca8ca14c69f2fe5bbc2fa8fd20e90a0
Linear/Hsl	alpha-last	0.250000000000	vanilla	(354.94deg, 100%, 50%, 85%)	Available	9b66c503a2bdfe7b2f888f663a81a30e7ca8ca14c69f2fe5bbc2fa8fd20e90a0
Linear/Hsl	alpha-last	0.500000000000	crystalline	(0deg, 100%, 50%, 70%)	Available	913bd3feaed31e95e9b0176426028a65111248d459b64f47e6e56c0a842082bd
Linear/Hsl	alpha-last	0.500000000000	vanilla	(0deg, 100%, 50%, 70%)	Available	913bd3feaed31e95e9b0176426028a65111248d459b64f47e6e56c0a842082bd
Linear/Hsl	alpha-last	0.750000000000	crystalline	(5.06deg, 100%, 50%, 55%)	Available	23adbd49aa0c647d7534276c753e9b672076f4d4d539f77fcb75288d77950dec
Linear/Hsl	alpha-last	0.750000000000	vanilla	(5.06deg, 100%, 50%, 55%)	Available	23adbd49aa0c647d7534276c753e9b672076f4d4d539f77fcb75288d77950dec
Linear/Hsl	alpha-last	0.999999000000	crystalline	(10.12deg, 100%, 50%, 40%)	Available	aea1e262b184c6689f80c93f8c1e1cc9417257abb1d3cfd370486e22fbe602c0
Linear/Hsl	alpha-last	0.999999000000	vanilla	(10.12deg, 100%, 50%, 40%)	Available	aea1e262b184c6689f80c93f8c1e1cc9417257abb1d3cfd370486e22fbe602c0
Linear/Hsl	alpha-last	1.000000000000	crystalline	(10.12deg, 100%, 50%, 40%)	Available	aea1e262b184c6689f80c93f8c1e1cc9417257abb1d3cfd370486e22fbe602c0
Linear/Hsl	alpha-last	1.000000000000	vanilla	(10.12deg, 100%, 50%, 40%)	Available	aea1e262b184c6689f80c93f8c1e1cc9417257abb1d3cfd370486e22fbe602c0
Linear/Hsl	low-chroma	0.000000000000	crystalline	(0deg, 0%, 50.2%, 100%)	Available	06ca4eecf46e5363abfbda10acf8e10afb0cdc06e34071ac198d2ff93d991817
Linear/Hsl	low-chroma	0.000000000000	vanilla	(0deg, 0%, 50.2%, 100%)	Available	06ca4eecf46e5363abfbda10acf8e10afb0cdc06e34071ac198d2ff93d991817
Linear/Hsl	low-chroma	0.000001000000	crystalline	(0deg, 0%, 50.2%, 100%)	Available	06ca4eecf46e5363abfbda10acf8e10afb0cdc06e34071ac198d2ff93d991817
Linear/Hsl	low-chroma	0.000001000000	vanilla	(0deg, 0%, 50.2%, 100%)	Available	06ca4eecf46e5363abfbda10acf8e10afb0cdc06e34071ac198d2ff93d991817
Linear/Hsl	low-chroma	0.250000000000	crystalline	(2.53deg, 25%, 50.15%, 100%)	Available	9e91febc44055b3657e5124a4d6a479b2c96c0a59ec8fb302582ba6a309bf45c
Linear/Hsl	low-chroma	0.250000000000	vanilla	(2.53deg, 25%, 50.15%, 100%)	Available	9e91febc44055b3657e5124a4d6a479b2c96c0a59ec8fb302582ba6a309bf45c
Linear/Hsl	low-chroma	0.500000000000	crystalline	(5.06deg, 50%, 50.1%, 100%)	Available	e713aeec6d261fa50266768e81a85bfa20ce2736da1c27860c9c66f7f189051c
Linear/Hsl	low-chroma	0.500000000000	vanilla	(5.06deg, 50%, 50.1%, 100%)	Available	e713aeec6d261fa50266768e81a85bfa20ce2736da1c27860c9c66f7f189051c
Linear/Hsl	low-chroma	0.750000000000	crystalline	(7.59deg, 75%, 50.05%, 100%)	Available	6551f66ea0d8831cfca5e313e543e259f1e0c94dbfb4fc0844d6dd841e7eadb2
Linear/Hsl	low-chroma	0.750000000000	vanilla	(7.59deg, 75%, 50.05%, 100%)	Available	6551f66ea0d8831cfca5e313e543e259f1e0c94dbfb4fc0844d6dd841e7eadb2
Linear/Hsl	low-chroma	0.999999000000	crystalline	(10.12deg, 100%, 50%, 100%)	Available	58f7624ecdea72513b1808603047f3777f063741269000af6953d395af4ae4b7
Linear/Hsl	low-chroma	0.999999000000	vanilla	(10.12deg, 100%, 50%, 100%)	Available	58f7624ecdea72513b1808603047f3777f063741269000af6953d395af4ae4b7
Linear/Hsl	low-chroma	1.000000000000	crystalline	(10.12deg, 100%, 50%, 100%)	Available	58f7624ecdea72513b1808603047f3777f063741269000af6953d395af4ae4b7
Linear/Hsl	low-chroma	1.000000000000	vanilla	(10.12deg, 100%, 50%, 100%)	Available	58f7624ecdea72513b1808603047f3777f063741269000af6953d395af4ae4b7
Linear/Hsl	no-wrap	0.000000000000	crystalline	(30.12deg, 100%, 50%, 100%)	Available	b24916dd456dce4ee7703585483fdf354991f0e6813d67f4eaa3c6d797a0c3a4
Linear/Hsl	no-wrap	0.000000000000	vanilla	(30.12deg, 100%, 50%, 100%)	Available	b24916dd456dce4ee7703585483fdf354991f0e6813d67f4eaa3c6d797a0c3a4
Linear/Hsl	no-wrap	0.000001000000	crystalline	(30.12deg, 100%, 50%, 100%)	Available	b24916dd456dce4ee7703585483fdf354991f0e6813d67f4eaa3c6d797a0c3a4
Linear/Hsl	no-wrap	0.000001000000	vanilla	(30.12deg, 100%, 50%, 100%)	Available	b24916dd456dce4ee7703585483fdf354991f0e6813d67f4eaa3c6d797a0c3a4
Linear/Hsl	no-wrap	0.250000000000	crystalline	(60.12deg, 100%, 50%, 100%)	Available	56e3f4dd6dc8c100913a9a2428d0585abc9f42eafe68daa6992d9166f325b3f2
Linear/Hsl	no-wrap	0.250000000000	vanilla	(60.12deg, 100%, 50%, 100%)	Available	56e3f4dd6dc8c100913a9a2428d0585abc9f42eafe68daa6992d9166f325b3f2
Linear/Hsl	no-wrap	0.500000000000	crystalline	(90.12deg, 100%, 50%, 100%)	Available	ad61faa0a17b9b9d5d7d70b6082801a271739ae2f18783e35a95ee6630fe8674
Linear/Hsl	no-wrap	0.500000000000	vanilla	(90.12deg, 100%, 50%, 100%)	Available	ad61faa0a17b9b9d5d7d70b6082801a271739ae2f18783e35a95ee6630fe8674
Linear/Hsl	no-wrap	0.750000000000	crystalline	(120.12deg, 100%, 50%, 100%)	Available	7f9f31bec20becefb0fa88d700f71cf3b15be17a06739493810119be96f5a2ab
Linear/Hsl	no-wrap	0.750000000000	vanilla	(120.12deg, 100%, 50%, 100%)	Available	7f9f31bec20becefb0fa88d700f71cf3b15be17a06739493810119be96f5a2ab
Linear/Hsl	no-wrap	0.999999000000	crystalline	(150.12deg, 100%, 50%, 100%)	Available	e61aa1592b8bc4715a8d201520e63d33daf488c77fbba6269ba45c877a39c8f3
Linear/Hsl	no-wrap	0.999999000000	vanilla	(150.12deg, 100%, 50%, 100%)	Available	e61aa1592b8bc4715a8d201520e63d33daf488c77fbba6269ba45c877a39c8f3
Linear/Hsl	no-wrap	1.000000000000	crystalline	(150.12deg, 100%, 50%, 100%)	Available	e61aa1592b8bc4715a8d201520e63d33daf488c77fbba6269ba45c877a39c8f3
Linear/Hsl	no-wrap	1.000000000000	vanilla	(150.12deg, 100%, 50%, 100%)	Available	e61aa1592b8bc4715a8d201520e63d33daf488c77fbba6269ba45c877a39c8f3
Linear/Hsl	seam-forward	0.000000000000	crystalline	(349.88deg, 100%, 50%, 100%)	Available	ad69dda2d14b1135a4adde0d8f9007ba70e46b33f07085f99cc6d9c320ffaee0
Linear/Hsl	seam-forward	0.000000000000	vanilla	(349.88deg, 100%, 50%, 100%)	Available	ad69dda2d14b1135a4adde0d8f9007ba70e46b33f07085f99cc6d9c320ffaee0
Linear/Hsl	seam-forward	0.000001000000	crystalline	(349.88deg, 100%, 50%, 100%)	Available	ad69dda2d14b1135a4adde0d8f9007ba70e46b33f07085f99cc6d9c320ffaee0
Linear/Hsl	seam-forward	0.000001000000	vanilla	(349.88deg, 100%, 50%, 100%)	Available	ad69dda2d14b1135a4adde0d8f9007ba70e46b33f07085f99cc6d9c320ffaee0
Linear/Hsl	seam-forward	0.250000000000	crystalline	(354.94deg, 100%, 50%, 100%)	Available	453d6c60bab1553fcf2a0f893da6f4a025f84ce5fb36ea884361453681e8e56d
Linear/Hsl	seam-forward	0.250000000000	vanilla	(354.94deg, 100%, 50%, 100%)	Available	453d6c60bab1553fcf2a0f893da6f4a025f84ce5fb36ea884361453681e8e56d
Linear/Hsl	seam-forward	0.500000000000	crystalline	(0deg, 100%, 50%, 100%)	Available	1d316cd82f1ce31e06322158aad416206a946fd69d92ee52be9002ba731f6822
Linear/Hsl	seam-forward	0.500000000000	vanilla	(0deg, 100%, 50%, 100%)	Available	1d316cd82f1ce31e06322158aad416206a946fd69d92ee52be9002ba731f6822
Linear/Hsl	seam-forward	0.750000000000	crystalline	(5.06deg, 100%, 50%, 100%)	Available	ea6cb669e7fd306b64a1cd13c534ccb5d780553aaf5e91a89114d8ecc9bd927b
Linear/Hsl	seam-forward	0.750000000000	vanilla	(5.06deg, 100%, 50%, 100%)	Available	ea6cb669e7fd306b64a1cd13c534ccb5d780553aaf5e91a89114d8ecc9bd927b
Linear/Hsl	seam-forward	0.999999000000	crystalline	(10.12deg, 100%, 50%, 100%)	Available	58f7624ecdea72513b1808603047f3777f063741269000af6953d395af4ae4b7
Linear/Hsl	seam-forward	0.999999000000	vanilla	(10.12deg, 100%, 50%, 100%)	Available	58f7624ecdea72513b1808603047f3777f063741269000af6953d395af4ae4b7
Linear/Hsl	seam-forward	1.000000000000	crystalline	(10.12deg, 100%, 50%, 100%)	Available	58f7624ecdea72513b1808603047f3777f063741269000af6953d395af4ae4b7
Linear/Hsl	seam-forward	1.000000000000	vanilla	(10.12deg, 100%, 50%, 100%)	Available	58f7624ecdea72513b1808603047f3777f063741269000af6953d395af4ae4b7
Linear/Hsl	seam-reverse	0.000000000000	crystalline	(10.12deg, 100%, 50%, 100%)	Available	58f7624ecdea72513b1808603047f3777f063741269000af6953d395af4ae4b7
Linear/Hsl	seam-reverse	0.000000000000	vanilla	(10.12deg, 100%, 50%, 100%)	Available	58f7624ecdea72513b1808603047f3777f063741269000af6953d395af4ae4b7
Linear/Hsl	seam-reverse	0.000001000000	crystalline	(10.12deg, 100%, 50%, 100%)	Available	58f7624ecdea72513b1808603047f3777f063741269000af6953d395af4ae4b7
Linear/Hsl	seam-reverse	0.000001000000	vanilla	(10.12deg, 100%, 50%, 100%)	Available	58f7624ecdea72513b1808603047f3777f063741269000af6953d395af4ae4b7
Linear/Hsl	seam-reverse	0.250000000000	crystalline	(5.06deg, 100%, 50%, 100%)	Available	ea6cb669e7fd306b64a1cd13c534ccb5d780553aaf5e91a89114d8ecc9bd927b
Linear/Hsl	seam-reverse	0.250000000000	vanilla	(5.06deg, 100%, 50%, 100%)	Available	ea6cb669e7fd306b64a1cd13c534ccb5d780553aaf5e91a89114d8ecc9bd927b
Linear/Hsl	seam-reverse	0.500000000000	crystalline	(0deg, 100%, 50%, 100%)	Available	1d316cd82f1ce31e06322158aad416206a946fd69d92ee52be9002ba731f6822
Linear/Hsl	seam-reverse	0.500000000000	vanilla	(0deg, 100%, 50%, 100%)	Available	1d316cd82f1ce31e06322158aad416206a946fd69d92ee52be9002ba731f6822
Linear/Hsl	seam-reverse	0.750000000000	crystalline	(354.94deg, 100%, 50%, 100%)	Available	453d6c60bab1553fcf2a0f893da6f4a025f84ce5fb36ea884361453681e8e56d
Linear/Hsl	seam-reverse	0.750000000000	vanilla	(354.94deg, 100%, 50%, 100%)	Available	453d6c60bab1553fcf2a0f893da6f4a025f84ce5fb36ea884361453681e8e56d
Linear/Hsl	seam-reverse	0.999999000000	crystalline	(349.88deg, 100%, 50%, 100%)	Available	ad69dda2d14b1135a4adde0d8f9007ba70e46b33f07085f99cc6d9c320ffaee0
Linear/Hsl	seam-reverse	0.999999000000	vanilla	(349.88deg, 100%, 50%, 100%)	Available	ad69dda2d14b1135a4adde0d8f9007ba70e46b33f07085f99cc6d9c320ffaee0
Linear/Hsl	seam-reverse	1.000000000000	crystalline	(349.88deg, 100%, 50%, 100%)	Available	ad69dda2d14b1135a4adde0d8f9007ba70e46b33f07085f99cc6d9c320ffaee0
Linear/Hsl	seam-reverse	1.000000000000	vanilla	(349.88deg, 100%, 50%, 100%)	Available	ad69dda2d14b1135a4adde0d8f9007ba70e46b33f07085f99cc6d9c320ffaee0
Linear/Hsv	alpha-first	0.000000000000	crystalline	(349.88deg, 100%, 100%, 40%)	Available	015907b11348cea8279b0e6d3883bb1a4cff9bbf778b6d4391efbee8b529fed5
Linear/Hsv	alpha-first	0.000000000000	vanilla	(349.88deg, 100%, 100%, 40%)	Available	015907b11348cea8279b0e6d3883bb1a4cff9bbf778b6d4391efbee8b529fed5
Linear/Hsv	alpha-first	0.000001000000	crystalline	(349.88deg, 100%, 100%, 40%)	Available	015907b11348cea8279b0e6d3883bb1a4cff9bbf778b6d4391efbee8b529fed5
Linear/Hsv	alpha-first	0.000001000000	vanilla	(349.88deg, 100%, 100%, 40%)	Available	015907b11348cea8279b0e6d3883bb1a4cff9bbf778b6d4391efbee8b529fed5
Linear/Hsv	alpha-first	0.250000000000	crystalline	(354.94deg, 100%, 100%, 55%)	Available	c61a78d3ff1e8399071fc38f3f6b9bc13359b82f32263587a30b67eef3615562
Linear/Hsv	alpha-first	0.250000000000	vanilla	(354.94deg, 100%, 100%, 55%)	Available	c61a78d3ff1e8399071fc38f3f6b9bc13359b82f32263587a30b67eef3615562
Linear/Hsv	alpha-first	0.500000000000	crystalline	(0deg, 100%, 100%, 70%)	Available	2e31befbaa0be2b7da43820c5ededa3b1293785cd1a88601fe77804715bab55e
Linear/Hsv	alpha-first	0.500000000000	vanilla	(0deg, 100%, 100%, 70%)	Available	2e31befbaa0be2b7da43820c5ededa3b1293785cd1a88601fe77804715bab55e
Linear/Hsv	alpha-first	0.750000000000	crystalline	(5.06deg, 100%, 100%, 85%)	Available	730aa03cbf1cbfd0822270fa94e1bf74c99c888bc389ccc65b2f7cc616b894ed
Linear/Hsv	alpha-first	0.750000000000	vanilla	(5.06deg, 100%, 100%, 85%)	Available	730aa03cbf1cbfd0822270fa94e1bf74c99c888bc389ccc65b2f7cc616b894ed
Linear/Hsv	alpha-first	0.999999000000	crystalline	(10.12deg, 100%, 100%, 100%)	Available	ac78326029765b3c593c424af2edf9db1347a26619af4e85f5f064ad041dba83
