probe_id	path	profile	previous_runtime_class	current_runtime_class	previous_projection	current_projection	transition	fixture_comparable	complete_literal_equal	universe	measurement_ref	previous_measurement_ref
p1307.construct.Tiling	p1307.construct.Tiling	a11y	MATCH_VALUE	MATCH_VALUE	Preserved	Preserved	UNCHANGED_COMPLETE_CHANNELS	true	true	supplement	00_nucleo/diagnosticos/p1335-sentinels-normal-r3.json#p1307.construct.Tiling	00_nucleo/diagnosticos/p1322-sentinels-normal.json#p1307.construct.Tiling
p1307.construct.Tiling	p1307.construct.Tiling	html+a11y	MATCH_VALUE	MATCH_VALUE	Preserved	Preserved	UNCHANGED_COMPLETE_CHANNELS	true	true	supplement	00_nucleo/diagnosticos/p1335-sentinels-normal-r3.json#p1307.construct.Tiling	00_nucleo/diagnosticos/p1322-sentinels-normal.json#p1307.construct.Tiling
p1307.json.value.Tiling	p1307.json.value.Tiling	default	MATCH_VALUE	MATCH_VALUE	Preserved	Preserved	UNCHANGED_COMPLETE_CHANNELS	true	true	supplement	00_nucleo/diagnosticos/p1335-sentinels-normal-r3.json#p1307.json.value.Tiling	00_nucleo/diagnosticos/p1322-sentinels-normal.json#p1307.json.value.Tiling
p1307.json.value.Tiling	p1307.json.value.Tiling	html	MATCH_VALUE	MATCH_VALUE	Preserved	Preserved	UNCHANGED_COMPLETE_CHANNELS	true	true	supplement	00_nucleo/diagnosticos/p1335-sentinels-normal-r3.json#p1307.json.value.Tiling	00_nucleo/diagnosticos/p1322-sentinels-normal.json#p1307.json.value.Tiling
p1307.json.value.Tiling	p1307.json.value.Tiling	a11y	MATCH_VALUE	MATCH_VALUE	Preserved	Preserved	UNCHANGED_COMPLETE_CHANNELS	true	true	supplement	00_nucleo/diagnosticos/p1335-sentinels-normal-r3.json#p1307.json.value.Tiling	00_nucleo/diagnosticos/p1322-sentinels-normal.json#p1307.json.value.Tiling
p1307.json.value.Tiling	p1307.json.value.Tiling	html+a11y	MATCH_VALUE	MATCH_VALUE	Preserved	Preserved	UNCHANGED_COMPLETE_CHANNELS	true	true	supplement	00_nucleo/diagnosticos/p1335-sentinels-normal-r3.json#p1307.json.value.Tiling	00_nucleo/diagnosticos/p1322-sentinels-normal.json#p1307.json.value.Tiling
p1307.toml.value.Tiling	p1307.toml.value.Tiling	default	MATCH_VALUE	MATCH_VALUE	Preserved	Preserved	UNCHANGED_COMPLETE_CHANNELS	true	true	supplement	00_nucleo/diagnosticos/p1335-sentinels-normal-r3.json#p1307.toml.value.Tiling	00_nucleo/diagnosticos/p1322-sentinels-normal.json#p1307.toml.value.Tiling
p1307.toml.value.Tiling	p1307.toml.value.Tiling	html	MATCH_VALUE	MATCH_VALUE	Preserved	Preserved	UNCHANGED_COMPLETE_CHANNELS	true	true	supplement	00_nucleo/diagnosticos/p1335-sentinels-normal-r3.json#p1307.toml.value.Tiling	00_nucleo/diagnosticos/p1322-sentinels-normal.json#p1307.toml.value.Tiling
p1307.toml.value.Tiling	p1307.toml.value.Tiling	a11y	MATCH_VALUE	MATCH_VALUE	Preserved	Preserved	UNCHANGED_COMPLETE_CHANNELS	true	true	supplement	00_nucleo/diagnosticos/p1335-sentinels-normal-r3.json#p1307.toml.value.Tiling	00_nucleo/diagnosticos/p1322-sentinels-normal.json#p1307.toml.value.Tiling
p1307.toml.value.Tiling	p1307.toml.value.Tiling	html+a11y	MATCH_VALUE	MATCH_VALUE	Preserved	Preserved	UNCHANGED_COMPLETE_CHANNELS	true	true	supplement	00_nucleo/diagnosticos/p1335-sentinels-normal-r3.json#p1307.toml.value.Tiling	00_nucleo/diagnosticos/p1322-sentinels-normal.json#p1307.toml.value.Tiling
p1307.yaml.value.Tiling	p1307.yaml.value.Tiling	default	MATCH_VALUE	MATCH_VALUE	Preserved	Preserved	UNCHANGED_COMPLETE_CHANNELS	true	true	supplement	00_nucleo/diagnosticos/p1335-sentinels-normal-r3.json#p1307.yaml.value.Tiling	00_nucleo/diagnosticos/p1322-sentinels-normal.json#p1307.yaml.value.Tiling
p1307.yaml.value.Tiling	p1307.yaml.value.Tiling	html	MATCH_VALUE	MATCH_VALUE	Preserved	Preserved	UNCHANGED_COMPLETE_CHANNELS	true	true	supplement	00_nucleo/diagnosticos/p1335-sentinels-normal-r3.json#p1307.yaml.value.Tiling	00_nucleo/diagnosticos/p1322-sentinels-normal.json#p1307.yaml.value.Tiling
p1307.yaml.value.Tiling	p1307.yaml.value.Tiling	a11y	MATCH_VALUE	MATCH_VALUE	Preserved	Preserved	UNCHANGED_COMPLETE_CHANNELS	true	true	supplement	00_nucleo/diagnosticos/p1335-sentinels-normal-r3.json#p1307.yaml.value.Tiling	00_nucleo/diagnosticos/p1322-sentinels-normal.json#p1307.yaml.value.Tiling
p1307.yaml.value.Tiling	p1307.yaml.value.Tiling	html+a11y	MATCH_VALUE	MATCH_VALUE	Preserved	Preserved	UNCHANGED_COMPLETE_CHANNELS	true	true	supplement	00_nucleo/diagnosticos/p1335-sentinels-normal-r3.json#p1307.yaml.value.Tiling	00_nucleo/diagnosticos/p1322-sentinels-normal.json#p1307.yaml.value.Tiling
p1307.construct.Bytes	p1307.construct.Bytes	default	MATCH_VALUE	MATCH_VALUE	Preserved	Preserved	UNCHANGED_COMPLETE_CHANNELS	true	true	supplement	00_nucleo/diagnosticos/p1335-sentinels-normal-r3.json#p1307.construct.Bytes	00_nucleo/diagnosticos/p1322-sentinels-normal.json#p1307.construct.Bytes
p1307.construct.Bytes	p1307.construct.Bytes	html	MATCH_VALUE	MATCH_VALUE	Preserved	Preserved	UNCHANGED_COMPLETE_CHANNELS	true	true	supplement	00_nucleo/diagnosticos/p1335-sentinels-normal-r3.json#p1307.construct.Bytes	00_nucleo/diagnosticos/p1322-sentinels-normal.json#p1307.construct.Bytes
p1307.construct.Bytes	p1307.construct.Bytes	a11y	MATCH_VALUE	MATCH_VALUE	Preserved	Preserved	UNCHANGED_COMPLETE_CHANNELS	true	true	supplement	00_nucleo/diagnosticos/p1335-sentinels-normal-r3.json#p1307.construct.Bytes	00_nucleo/diagnosticos/p1322-sentinels-normal.json#p1307.construct.Bytes
p1307.construct.Bytes	p1307.construct.Bytes	html+a11y	MATCH_VALUE	MATCH_VALUE	Preserved	Preserved	UNCHANGED_COMPLETE_CHANNELS	true	true	supplement	00_nucleo/diagnosticos/p1335-sentinels-normal-r3.json#p1307.construct.Bytes	00_nucleo/diagnosticos/p1322-sentinels-normal.json#p1307.construct.Bytes
p1307.json.value.Bytes	p1307.json.value.Bytes	default	MATCH_VALUE	MATCH_VALUE	Preserved	Preserved	UNCHANGED_COMPLETE_CHANNELS	true	true	supplement	00_nucleo/diagnosticos/p1335-sentinels-normal-r3.json#p1307.json.value.Bytes	00_nucleo/diagnosticos/p1322-sentinels-normal.json#p1307.json.value.Bytes
p1307.json.value.Bytes	p1307.json.value.Bytes	html	MATCH_VALUE	MATCH_VALUE	Preserved	Preserved	UNCHANGED_COMPLETE_CHANNELS	true	true	supplement	00_nucleo/diagnosticos/p1335-sentinels-normal-r3.json#p1307.json.value.Bytes	00_nucleo/diagnosticos/p1322-sentinels-normal.json#p1307.json.value.Bytes
p1307.json.value.Bytes	p1307.json.value.Bytes	a11y	MATCH_VALUE	MATCH_VALUE	Preserved	Preserved	UNCHANGED_COMPLETE_CHANNELS	true	true	supplement	00_nucleo/diagnosticos/p1335-sentinels-normal-r3.json#p1307.json.value.Bytes	00_nucleo/diagnosticos/p1322-sentinels-normal.json#p1307.json.value.Bytes
p1307.json.value.Bytes	p1307.json.value.Bytes	html+a11y	MATCH_VALUE	MATCH_VALUE	Preserved	Preserved	UNCHANGED_COMPLETE_CHANNELS	true	true	supplement	00_nucleo/diagnosticos/p1335-sentinels-normal-r3.json#p1307.json.value.Bytes	00_nucleo/diagnosticos/p1322-sentinels-normal.json#p1307.json.value.Bytes
p1307.toml.value.Bytes	p1307.toml.value.Bytes	default	MATCH_VALUE	MATCH_VALUE	Preserved	Preserved	UNCHANGED_COMPLETE_CHANNELS	true	true	supplement	00_nucleo/diagnosticos/p1335-sentinels-normal-r3.json#p1307.toml.value.Bytes	00_nucleo/diagnosticos/p1322-sentinels-normal.json#p1307.toml.value.Bytes
p1307.toml.value.Bytes	p1307.toml.value.Bytes	html	MATCH_VALUE	MATCH_VALUE	Preserved	Preserved	UNCHANGED_COMPLETE_CHANNELS	true	true	supplement	00_nucleo/diagnosticos/p1335-sentinels-normal-r3.json#p1307.toml.value.Bytes	00_nucleo/diagnosticos/p1322-sentinels-normal.json#p1307.toml.value.Bytes
p1307.toml.value.Bytes	p1307.toml.value.Bytes	a11y	MATCH_VALUE	MATCH_VALUE	Preserved	Preserved	UNCHANGED_COMPLETE_CHANNELS	true	true	supplement	00_nucleo/diagnosticos/p1335-sentinels-normal-r3.json#p1307.toml.value.Bytes	00_nucleo/diagnosticos/p1322-sentinels-normal.json#p1307.toml.value.Bytes
p1307.toml.value.Bytes	p1307.toml.value.Bytes	html+a11y	MATCH_VALUE	MATCH_VALUE	Preserved	Preserved	UNCHANGED_COMPLETE_CHANNELS	true	true	supplement	00_nucleo/diagnosticos/p1335-sentinels-normal-r3.json#p1307.toml.value.Bytes	00_nucleo/diagnosticos/p1322-sentinels-normal.json#p1307.toml.value.Bytes
p1307.yaml.value.Bytes	p1307.yaml.value.Bytes	default	MATCH_VALUE	MATCH_VALUE	Preserved	Preserved	UNCHANGED_COMPLETE_CHANNELS	true	true	supplement	00_nucleo/diagnosticos/p1335-sentinels-normal-r3.json#p1307.yaml.value.Bytes	00_nucleo/diagnosticos/p1322-sentinels-normal.json#p1307.yaml.value.Bytes
p1307.yaml.value.Bytes	p1307.yaml.value.Bytes	html	MATCH_VALUE	MATCH_VALUE	Preserved	Preserved	UNCHANGED_COMPLETE_CHANNELS	true	true	supplement	00_nucleo/diagnosticos/p1335-sentinels-normal-r3.json#p1307.yaml.value.Bytes	00_nucleo/diagnosticos/p1322-sentinels-normal.json#p1307.yaml.value.Bytes
p1307.yaml.value.Bytes	p1307.yaml.value.Bytes	a11y	MATCH_VALUE	MATCH_VALUE	Preserved	Preserved	UNCHANGED_COMPLETE_CHANNELS	true	true	supplement	00_nucleo/diagnosticos/p1335-sentinels-normal-r3.json#p1307.yaml.value.Bytes	00_nucleo/diagnosticos/p1322-sentinels-normal.json#p1307.yaml.value.Bytes
p1307.yaml.value.Bytes	p1307.yaml.value.Bytes	html+a11y	MATCH_VALUE	MATCH_VALUE	Preserved	Preserved	UNCHANGED_COMPLETE_CHANNELS	true	true	supplement	00_nucleo/diagnosticos/p1335-sentinels-normal-r3.json#p1307.yaml.value.Bytes	00_nucleo/diagnosticos/p1322-sentinels-normal.json#p1307.yaml.value.Bytes
p1307.construct.Decimal	p1307.construct.Decimal	default	MATCH_VALUE	MATCH_VALUE	Preserved	Preserved	UNCHANGED_COMPLETE_CHANNELS	true	true	supplement	00_nucleo/diagnosticos/p1335-sentinels-normal-r3.json#p1307.construct.Decimal	00_nucleo/diagnosticos/p1322-sentinels-normal.json#p1307.construct.Decimal
p1307.construct.Decimal	p1307.construct.Decimal	html	MATCH_VALUE	MATCH_VALUE	Preserved	Preserved	UNCHANGED_COMPLETE_CHANNELS	true	true	supplement	00_nucleo/diagnosticos/p1335-sentinels-normal-r3.json#p1307.construct.Decimal	00_nucleo/diagnosticos/p1322-sentinels-normal.json#p1307.construct.Decimal
p1307.construct.Decimal	p1307.construct.Decimal	a11y	MATCH_VALUE	MATCH_VALUE	Preserved	Preserved	UNCHANGED_COMPLETE_CHANNELS	true	true	supplement	00_nucleo/diagnosticos/p1335-sentinels-normal-r3.json#p1307.construct.Decimal	00_nucleo/diagnosticos/p1322-sentinels-normal.json#p1307.construct.Decimal
p1307.construct.Decimal	p1307.construct.Decimal	html+a11y	MATCH_VALUE	MATCH_VALUE	Preserved	Preserved	UNCHANGED_COMPLETE_CHANNELS	true	true	supplement	00_nucleo/diagnosticos/p1335-sentinels-normal-r3.json#p1307.construct.Decimal	00_nucleo/diagnosticos/p1322-sentinels-normal.json#p1307.construct.Decimal
p1307.json.value.Decimal	p1307.json.value.Decimal	default	MATCH_VALUE	MATCH_VALUE	Preserved	Preserved	UNCHANGED_COMPLETE_CHANNELS	true	true	supplement	00_nucleo/diagnosticos/p1335-sentinels-normal-r3.json#p1307.json.value.Decimal	00_nucleo/diagnosticos/p1322-sentinels-normal.json#p1307.json.value.Decimal
p1307.json.value.Decimal	p1307.json.value.Decimal	html	MATCH_VALUE	MATCH_VALUE	Preserved	Preserved	UNCHANGED_COMPLETE_CHANNELS	true	true	supplement	00_nucleo/diagnosticos/p1335-sentinels-normal-r3.json#p1307.json.value.Decimal	00_nucleo/diagnosticos/p1322-sentinels-normal.json#p1307.json.value.Decimal
p1307.json.value.Decimal	p1307.json.value.Decimal	a11y	MATCH_VALUE	MATCH_VALUE	Preserved	Preserved	UNCHANGED_COMPLETE_CHANNELS	true	true	supplement	00_nucleo/diagnosticos/p1335-sentinels-normal-r3.json#p1307.json.value.Decimal	00_nucleo/diagnosticos/p1322-sentinels-normal.json#p1307.json.value.Decimal
p1307.json.value.Decimal	p1307.json.value.Decimal	html+a11y	MATCH_VALUE	MATCH_VALUE	Preserved	Preserved	UNCHANGED_COMPLETE_CHANNELS	true	true	supplement	00_nucleo/diagnosticos/p1335-sentinels-normal-r3.json#p1307.json.value.Decimal	00_nucleo/diagnosticos/p1322-sentinels-normal.json#p1307.json.value.Decimal
p1307.toml.value.Decimal	p1307.toml.value.Decimal	default	MATCH_VALUE	MATCH_VALUE	Preserved	Preserved	UNCHANGED_COMPLETE_CHANNELS	true	true	supplement	00_nucleo/diagnosticos/p1335-sentinels-normal-r3.json#p1307.toml.value.Decimal	00_nucleo/diagnosticos/p1322-sentinels-normal.json#p1307.toml.value.Decimal
p1307.toml.value.Decimal	p1307.toml.value.Decimal	html	MATCH_VALUE	MATCH_VALUE	Preserved	Preserved	UNCHANGED_COMPLETE_CHANNELS	true	true	supplement	00_nucleo/diagnosticos/p1335-sentinels-normal-r3.json#p1307.toml.value.Decimal	00_nucleo/diagnosticos/p1322-sentinels-normal.json#p1307.toml.value.Decimal
p1307.toml.value.Decimal	p1307.toml.value.Decimal	a11y	MATCH_VALUE	MATCH_VALUE	Preserved	Preserved	UNCHANGED_COMPLETE_CHANNELS	true	true	supplement	00_nucleo/diagnosticos/p1335-sentinels-normal-r3.json#p1307.toml.value.Decimal	00_nucleo/diagnosticos/p1322-sentinels-normal.json#p1307.toml.value.Decimal
p1307.toml.value.Decimal	p1307.toml.value.Decimal	html+a11y	MATCH_VALUE	MATCH_VALUE	Preserved	Preserved	UNCHANGED_COMPLETE_CHANNELS	true	true	supplement	00_nucleo/diagnosticos/p1335-sentinels-normal-r3.json#p1307.toml.value.Decimal	00_nucleo/diagnosticos/p1322-sentinels-normal.json#p1307.toml.value.Decimal
p1307.yaml.value.Decimal	p1307.yaml.value.Decimal	default	MATCH_VALUE	MATCH_VALUE	Preserved	Preserved	UNCHANGED_COMPLETE_CHANNELS	true	true	supplement	00_nucleo/diagnosticos/p1335-sentinels-normal-r3.json#p1307.yaml.value.Decimal	00_nucleo/diagnosticos/p1322-sentinels-normal.json#p1307.yaml.value.Decimal
p1307.yaml.value.Decimal	p1307.yaml.value.Decimal	html	MATCH_VALUE	MATCH_VALUE	Preserved	Preserved	UNCHANGED_COMPLETE_CHANNELS	true	true	supplement	00_nucleo/diagnosticos/p1335-sentinels-normal-r3.json#p1307.yaml.value.Decimal	00_nucleo/diagnosticos/p1322-sentinels-normal.json#p1307.yaml.value.Decimal
p1307.yaml.value.Decimal	p1307.yaml.value.Decimal	a11y	MATCH_VALUE	MATCH_VALUE	Preserved	Preserved	UNCHANGED_COMPLETE_CHANNELS	true	true	supplement	00_nucleo/diagnosticos/p1335-sentinels-normal-r3.json#p1307.yaml.value.Decimal	00_nucleo/diagnosticos/p1322-sentinels-normal.json#p1307.yaml.value.Decimal
p1307.yaml.value.Decimal	p1307.yaml.value.Decimal	html+a11y	MATCH_VALUE	MATCH_VALUE	Preserved	Preserved	UNCHANGED_COMPLETE_CHANNELS	true	true	supplement	00_nucleo/diagnosticos/p1335-sentinels-normal-r3.json#p1307.yaml.value.Decimal	00_nucleo/diagnosticos/p1322-sentinels-normal.json#p1307.yaml.value.Decimal
p1307.construct.Duration	p1307.construct.Duration	default	MATCH_VALUE	MATCH_VALUE	Preserved	Preserved	UNCHANGED_COMPLETE_CHANNELS	true	true	supplement	00_nucleo/diagnosticos/p1335-sentinels-normal-r3.json#p1307.construct.Duration	00_nucleo/diagnosticos/p1322-sentinels-normal.json#p1307.construct.Duration
p1307.construct.Duration	p1307.construct.Duration	html	MATCH_VALUE	MATCH_VALUE	Preserved	Preserved	UNCHANGED_COMPLETE_CHANNELS	true	true	supplement	00_nucleo/diagnosticos/p1335-sentinels-normal-r3.json#p1307.construct.Duration	00_nucleo/diagnosticos/p1322-sentinels-normal.json#p1307.construct.Duration
p1307.construct.Duration	p1307.construct.Duration	a11y	MATCH_VALUE	MATCH_VALUE	Preserved	Preserved	UNCHANGED_COMPLETE_CHANNELS	true	true	supplement	00_nucleo/diagnosticos/p1335-sentinels-normal-r3.json#p1307.construct.Duration	00_nucleo/diagnosticos/p1322-sentinels-normal.json#p1307.construct.Duration
p1307.construct.Duration	p1307.construct.Duration	html+a11y	MATCH_VALUE	MATCH_VALUE	Preserved	Preserved	UNCHANGED_COMPLETE_CHANNELS	true	true	supplement	00_nucleo/diagnosticos/p1335-sentinels-normal-r3.json#p1307.construct.Duration	00_nucleo/diagnosticos/p1322-sentinels-normal.json#p1307.construct.Duration
p1307.json.value.Duration	p1307.json.value.Duration	default	MATCH_VALUE	MATCH_VALUE	Preserved	Preserved	UNCHANGED_COMPLETE_CHANNELS	true	true	supplement	00_nucleo/diagnosticos/p1335-sentinels-normal-r3.json#p1307.json.value.Duration	00_nucleo/diagnosticos/p1322-sentinels-normal.json#p1307.json.value.Duration
p1307.json.value.Duration	p1307.json.value.Duration	html	MATCH_VALUE	MATCH_VALUE	Preserved	Preserved	UNCHANGED_COMPLETE_CHANNELS	true	true	supplement	00_nucleo/diagnosticos/p1335-sentinels-normal-r3.json#p1307.json.value.Duration	00_nucleo/diagnosticos/p1322-sentinels-normal.json#p1307.json.value.Duration
p1307.json.value.Duration	p1307.json.value.Duration	a11y	MATCH_VALUE	MATCH_VALUE	Preserved	Preserved	UNCHANGED_COMPLETE_CHANNELS	true	true	supplement	00_nucleo/diagnosticos/p1335-sentinels-normal-r3.json#p1307.json.value.Duration	00_nucleo/diagnosticos/p1322-sentinels-normal.json#p1307.json.value.Duration
p1307.json.value.Duration	p1307.json.value.Duration	html+a11y	MATCH_VALUE	MATCH_VALUE	Preserved	Preserved	UNCHANGED_COMPLETE_CHANNELS	true	true	supplement	00_nucleo/diagnosticos/p1335-sentinels-normal-r3.json#p1307.json.value.Duration	00_nucleo/diagnosticos/p1322-sentinels-normal.json#p1307.json.value.Duration
p1307.toml.value.Duration	p1307.toml.value.Duration	default	MATCH_VALUE	MATCH_VALUE	Preserved	Preserved	UNCHANGED_COMPLETE_CHANNELS	true	true	supplement	00_nucleo/diagnosticos/p1335-sentinels-normal-r3.json#p1307.toml.value.Duration	00_nucleo/diagnosticos/p1322-sentinels-normal.json#p1307.toml.value.Duration
p1307.toml.value.Duration	p1307.toml.value.Duration	html	MATCH_VALUE	MATCH_VALUE	Preserved	Preserved	UNCHANGED_COMPLETE_CHANNELS	true	true	supplement	00_nucleo/diagnosticos/p1335-sentinels-normal-r3.json#p1307.toml.value.Duration	00_nucleo/diagnosticos/p1322-sentinels-normal.json#p1307.toml.value.Duration
p1307.toml.value.Duration	p1307.toml.value.Duration	a11y	MATCH_VALUE	MATCH_VALUE	Preserved	Preserved	UNCHANGED_COMPLETE_CHANNELS	true	true	supplement	00_nucleo/diagnosticos/p1335-sentinels-normal-r3.json#p1307.toml.value.Duration	00_nucleo/diagnosticos/p1322-sentinels-normal.json#p1307.toml.value.Duration
p1307.toml.value.Duration	p1307.toml.value.Duration	html+a11y	MATCH_VALUE	MATCH_VALUE	Preserved	Preserved	UNCHANGED_COMPLETE_CHANNELS	true	true	supplement	00_nucleo/diagnosticos/p1335-sentinels-normal-r3.json#p1307.toml.value.Duration	00_nucleo/diagnosticos/p1322-sentinels-normal.json#p1307.toml.value.Duration
p1307.yaml.value.Duration	p1307.yaml.value.Duration	default	MATCH_VALUE	MATCH_VALUE	Preserved	Preserved	UNCHANGED_COMPLETE_CHANNELS	true	true	supplement	00_nucleo/diagnosticos/p1335-sentinels-normal-r3.json#p1307.yaml.value.Duration	00_nucleo/diagnosticos/p1322-sentinels-normal.json#p1307.yaml.value.Duration
p1307.yaml.value.Duration	p1307.yaml.value.Duration	html	MATCH_VALUE	MATCH_VALUE	Preserved	Preserved	UNCHANGED_COMPLETE_CHANNELS	true	true	supplement	00_nucleo/diagnosticos/p1335-sentinels-normal-r3.json#p1307.yaml.value.Duration	00_nucleo/diagnosticos/p1322-sentinels-normal.json#p1307.yaml.value.Duration
p1307.yaml.value.Duration	p1307.yaml.value.Duration	a11y	MATCH_VALUE	MATCH_VALUE	Preserved	Preserved	UNCHANGED_COMPLETE_CHANNELS	true	true	supplement	00_nucleo/diagnosticos/p1335-sentinels-normal-r3.json#p1307.yaml.value.Duration	00_nucleo/diagnosticos/p1322-sentinels-normal.json#p1307.yaml.value.Duration
p1307.yaml.value.Duration	p1307.yaml.value.Duration	html+a11y	MATCH_VALUE	MATCH_VALUE	Preserved	Preserved	UNCHANGED_COMPLETE_CHANNELS	true	true	supplement	00_nucleo/diagnosticos/p1335-sentinels-normal-r3.json#p1307.yaml.value.Duration	00_nucleo/diagnosticos/p1322-sentinels-normal.json#p1307.yaml.value.Duration
p1307.construct.Version	p1307.construct.Version	default	MATCH_VALUE	MATCH_VALUE	Preserved	Preserved	UNCHANGED_COMPLETE_CHANNELS	true	true	supplement	00_nucleo/diagnosticos/p1335-sentinels-normal-r3.json#p1307.construct.Version	00_nucleo/diagnosticos/p1322-sentinels-normal.json#p1307.construct.Version
p1307.construct.Version	p1307.construct.Version	html	MATCH_VALUE	MATCH_VALUE	Preserved	Preserved	UNCHANGED_COMPLETE_CHANNELS	true	true	supplement	00_nucleo/diagnosticos/p1335-sentinels-normal-r3.json#p1307.construct.Version	00_nucleo/diagnosticos/p1322-sentinels-normal.json#p1307.construct.Version
p1307.construct.Version	p1307.construct.Version	a11y	MATCH_VALUE	MATCH_VALUE	Preserved	Preserved	UNCHANGED_COMPLETE_CHANNELS	true	true	supplement	00_nucleo/diagnosticos/p1335-sentinels-normal-r3.json#p1307.construct.Version	00_nucleo/diagnosticos/p1322-sentinels-normal.json#p1307.construct.Version
p1307.construct.Version	p1307.construct.Version	html+a11y	MATCH_VALUE	MATCH_VALUE	Preserved	Preserved	UNCHANGED_COMPLETE_CHANNELS	true	true	supplement	00_nucleo/diagnosticos/p1335-sentinels-normal-r3.json#p1307.construct.Version	00_nucleo/diagnosticos/p1322-sentinels-normal.json#p1307.construct.Version
p1307.json.value.Version	p1307.json.value.Version	default	MATCH_VALUE	MATCH_VALUE	Preserved	Preserved	UNCHANGED_COMPLETE_CHANNELS	true	true	supplement	00_nucleo/diagnosticos/p1335-sentinels-normal-r3.json#p1307.json.value.Version	00_nucleo/diagnosticos/p1322-sentinels-normal.json#p1307.json.value.Version
p1307.json.value.Version	p1307.json.value.Version	html	MATCH_VALUE	MATCH_VALUE	Preserved	Preserved	UNCHANGED_COMPLETE_CHANNELS	true	true	supplement	00_nucleo/diagnosticos/p1335-sentinels-normal-r3.json#p1307.json.value.Version	00_nucleo/diagnosticos/p1322-sentinels-normal.json#p1307.json.value.Version
p1307.json.value.Version	p1307.json.value.Version	a11y	MATCH_VALUE	MATCH_VALUE	Preserved	Preserved	UNCHANGED_COMPLETE_CHANNELS	true	true	supplement	00_nucleo/diagnosticos/p1335-sentinels-normal-r3.json#p1307.json.value.Version	00_nucleo/diagnosticos/p1322-sentinels-normal.json#p1307.json.value.Version
p1307.json.value.Version	p1307.json.value.Version	html+a11y	MATCH_VALUE	MATCH_VALUE	Preserved	Preserved	UNCHANGED_COMPLETE_CHANNELS	true	true	supplement	00_nucleo/diagnosticos/p1335-sentinels-normal-r3.json#p1307.json.value.Version	00_nucleo/diagnosticos/p1322-sentinels-normal.json#p1307.json.value.Version
p1307.toml.value.Version	p1307.toml.value.Version	default	MATCH_VALUE	MATCH_VALUE	Preserved	Preserved	UNCHANGED_COMPLETE_CHANNELS	true	true	supplement	00_nucleo/diagnosticos/p1335-sentinels-normal-r3.json#p1307.toml.value.Version	00_nucleo/diagnosticos/p1322-sentinels-normal.json#p1307.toml.value.Version
p1307.toml.value.Version	p1307.toml.value.Version	html	MATCH_VALUE	MATCH_VALUE	Preserved	Preserved	UNCHANGED_COMPLETE_CHANNELS	true	true	supplement	00_nucleo/diagnosticos/p1335-sentinels-normal-r3.json#p1307.toml.value.Version	00_nucleo/diagnosticos/p1322-sentinels-normal.json#p1307.toml.value.Version
p1307.toml.value.Version	p1307.toml.value.Version	a11y	MATCH_VALUE	MATCH_VALUE	Preserved	Preserved	UNCHANGED_COMPLETE_CHANNELS	true	true	supplement	00_nucleo/diagnosticos/p1335-sentinels-normal-r3.json#p1307.toml.value.Version	00_nucleo/diagnosticos/p1322-sentinels-normal.json#p1307.toml.value.Version
p1307.toml.value.Version	p1307.toml.value.Version	html+a11y	MATCH_VALUE	MATCH_VALUE	Preserved	Preserved	UNCHANGED_COMPLETE_CHANNELS	true	true	supplement	00_nucleo/diagnosticos/p1335-sentinels-normal-r3.json#p1307.toml.value.Version	00_nucleo/diagnosticos/p1322-sentinels-normal.json#p1307.toml.value.Version
p1307.yaml.value.Version	p1307.yaml.value.Version	default	MATCH_VALUE	MATCH_VALUE	Preserved	Preserved	UNCHANGED_COMPLETE_CHANNELS	true	true	supplement	00_nucleo/diagnosticos/p1335-sentinels-normal-r3.json#p1307.yaml.value.Version	00_nucleo/diagnosticos/p1322-sentinels-normal.json#p1307.yaml.value.Version
p1307.yaml.value.Version	p1307.yaml.value.Version	html	MATCH_VALUE	MATCH_VALUE	Preserved	Preserved	UNCHANGED_COMPLETE_CHANNELS	true	true	supplement	00_nucleo/diagnosticos/p1335-sentinels-normal-r3.json#p1307.yaml.value.Version	00_nucleo/diagnosticos/p1322-sentinels-normal.json#p1307.yaml.value.Version
p1307.yaml.value.Version	p1307.yaml.value.Version	a11y	MATCH_VALUE	MATCH_VALUE	Preserved	Preserved	UNCHANGED_COMPLETE_CHANNELS	true	true	supplement	00_nucleo/diagnosticos/p1335-sentinels-normal-r3.json#p1307.yaml.value.Version	00_nucleo/diagnosticos/p1322-sentinels-normal.json#p1307.yaml.value.Version
p1307.yaml.value.Version	p1307.yaml.value.Version	html+a11y	MATCH_VALUE	MATCH_VALUE	Preserved	Preserved	UNCHANGED_COMPLETE_CHANNELS	true	true	supplement	00_nucleo/diagnosticos/p1335-sentinels-normal-r3.json#p1307.yaml.value.Version	00_nucleo/diagnosticos/p1322-sentinels-normal.json#p1307.yaml.value.Version
p1307.construct.Selector	p1307.construct.Selector	default	MATCH_VALUE	MATCH_VALUE	Preserved	Preserved	UNCHANGED_COMPLETE_CHANNELS	true	true	supplement	00_nucleo/diagnosticos/p1335-sentinels-normal-r3.json#p1307.construct.Selector	00_nucleo/diagnosticos/p1322-sentinels-normal.json#p1307.construct.Selector
p1307.construct.Selector	p1307.construct.Selector	html	MATCH_VALUE	MATCH_VALUE	Preserved	Preserved	UNCHANGED_COMPLETE_CHANNELS	true	true	supplement	00_nucleo/diagnosticos/p1335-sentinels-normal-r3.json#p1307.construct.Selector	00_nucleo/diagnosticos/p1322-sentinels-normal.json#p1307.construct.Selector
